Region ;Year;GDP;PGDP;GDPShare;Population;UrbanPopulation;RuralPolulation;MFRatio ;LifeExpectancyTotal;LifeExpectancyMen;LifeExpectancyWomen;YoungerWorkingAgeShare;WorkingAgeShare;OlderWorkingAgeShare;BirthRate;MortalityRate;DeathWorkingAge;MortalityRateInfant;FertilityRate;Employees;LaborForce;Unemployment;Pension;Pensioners;SharePensioners;NominalSalary;Pincome;PSpending;PovertyRatio;Gini;ConsumerPriceIndex;FixedAssets;Depreciation;Investment;ForeignInvestment;Enterprises ;IndustryIndex;AgricultureIndex;ScientificOrganization;Scientists;DegreeScientists;RDExpenditure;PatentApplications;GrantedPatents;InnovationExpenditure;InnovationProduced;InnovationRatio;InnovationOrganizationRatio;TotalExport;TotalImport;HospitalBeds;HospitalBeds10000;HospitalBedsRatio;ClinicCapacity ;DoctorsTotal;Doctors10000;DoctorsRatio;Nurses Ratio;NursesTotal;Nurses10000;Abort1000Women;Abort100Birth;Diseases;Parasitic;Neoplasms;Blood;EndocrineSystem;NervousSystem;Eyes;Ears;CirculatorySystem;RespiratorySystem ;DigestiveSystem;Skin;Bones;GenitourinarySystem;CongenitalAnomalies ;Injuries;Camps;ChildrenRested;Emissions;PollutedWastewater ;Crimes;Homicides;JuvenileCrime
Республика Крым;2018;437438;228692.9;0.5;1911.8;50.9;49.1;1172;72.2;67.3;77;18.2;53.3;28.5;10.6;14.1;537.1;3.9;1.6;420.4;901.5;6;12661;587;30.7;29640;21524;16602;17.3;0.3;105.5;2241915;66.3;296423.1;-10;33202;107.9;88;20;1995;391;1503;160;176;602.1;1083.9;0.8;2.5;23.8;56.5;14.6;76.3;131.1;35.5;8.7;45.7;218.7;93.7;20.4;106.7;16;34;524.9;20.8;11.3;1.9;11.2;7.4;19.7;22.3;24;223.5;20.9;26.5;20.8;40.1;2.8;56.5;NaN;NaN;23;14;NaN;95;451
Республика Крым;2019;469281.3;245411.7;0.5;1912.6;51;49;1170;72.7;67.8;77.4;18.4;54.1;27.5;10;14;513.8;4.6;1.6;414;917.4;5.6;13309;582;30.4;32748;22364;18057;17.2;0.3;102.6;2839003;55.6;223793.2;0;32291;112.6;119.3;24;2045;411;1412.5;146;187;764.1;194.5;0.1;4.6;33.7;60.5;14.8;77.4;129.1;37;8.5;44.3;225.6;96.5;19.8;103.6;15;35;561.8;18.4;10.6;2.1;15.6;8.4;20.4;25.1;24.9;234.7;18.9;28.1;29.5;44.5;2.5;59;NaN;NaN;31;18;NaN;NaN;NaN
Республика Крым;2020;NaN ;NaN ;NaN ;1901.6;50.8;49.2;1171;71.2;66.2;76;18.4;53.9;27.7;9.9;16.1;584.2;5.4;1.6;416.4;924.1;6.3;13981;575;30.2;34181;22950;17997;17.3;0.3;105.2;2758289;56.5;195807.8;-2;31370;102.6;86.3;28;2217;445;1583.5;139;101;7763.1;1714.2;0.7;4.8;33.9;41.2;15.8;83.1;120.3;35.5;8.6;45.2;219.9;94.9;20;105.4;15;33;510.4;14.5;9.1;1.6;9.5;7.8;15.4;18.4;22.5;234.7;13.4;23.1;21.6;38.6;2.1;47.7;NaN;NaN;37;15;NaN;NaN;NaN
Севастополь;2014;30148.6;78009.3;0.1;399;92.4;7.6;1157;72.3;67.1;77;15.3;57.2;27.5;12.6;14.3;498.9;5.6;1.6;NaN ;NaN ;NaN ;NaN ;NaN ;NaN ;NaN ;NaN ;NaN ;NaN ;NaN;136.1;1681;33.4;3385;-12;5690;NaN ;97.5;5;914;224;267.4;27;0;0.1;7;0.5;4.8;15.9;86.1;2.8;70.5;141.9;8.3;1.6;41.1;243.1;121.3;3.3;82.4;24;46;561.8;34.7;14.2;1.3;4;9.4;23.7;20.2;17;252;10.9;46;18.5;21.3;1;45.5;NaN;NaN;1;19;1476;22;21
Севастополь;2015;48663.3;119384.5;0.1;398.9;92.4;7.6;1143;70.7;64.7;76.2;16;56.8;27.2;13.5;14.9;609.2;4.9;1.8;172.2;199;8.3;12544;110;27.6;21848;17774;16118;15.1;0.3;121;41435;54.3;5081;4;9430;165.5;86.3;12;1288;360;650.2;73;110;NaN ;0;0;0;18;38.2;2.7;65;153.8;8.4;1.7;41.6;240.5;118.2;3.5;84.6;23;41;508.2;26.6;10.8;1;2.8;11.3;23.3;19.8;12.9;224.6;12.9;43.1;22.5;18.6;0.7;44.7;8;7.5;2;18;2030;33;69
Севастополь;2016;89303.8;211366;0.1;416.3;92.6;7.4;1135;71.6;66.1;77.1;16.5;56.4;27.1;12.7;13.9;551.6;4.8;1.7;171.3;193.2;6.2;17644;112;26.9;24256;26238.6;23819;11.7;0.4;106.5;79004;68.9;18547;2;10548;115.5;107;8;692;270;653.1;128;79;51.5;991.2;12.8;3.3;6;33.5;2.6;60.2;166.1;8.2;1.7;40.2;248.7;127.7;3.4;78.3;21;39;515.8;25.2;12.5;1.4;5.9;12.6;22.2;23.8;13.4;227.9;13.4;36.9;23.8;20;1.4;43.8;8;8.2;4;22;1350;16;100
Севастополь;2017;101280.9;234060.8;0.1;428.8;92.8;7.2;1128;73.4;68.5;78;16.9;56;27.1;11.2;13.1;436.2;4;1.6;182.1;202;4.6;12644;112;26.1;27687;28129.8;25402;10.9;0.4;103.8;52424;41.2;49511.8;0;11214;100.5;100.6;9;653;275;813.8;72;49;45.9;725.5;5;3.2;5.5;14.9;3.6;82.6;121;8.7;2;46.8;213.8;107.1;4.1;93.4;20;43;531.9;30.4;14.7;1.8;14.4;13.8;20.1;22.5;14.6;221.6;15.7;40.3;25.1;16;2.1;54.7;10;9.2;5;23;1123;27;57
Севастополь;2018;121666;276550.7;0.1;436.7;92.9;7.1;1123;73.6;68.6;78.4;17.2;55.6;27.2;10.1;12.8;468.7;2.8;1.4;198.8;218.3;4.2;13788;115;26.3;31814;28834.2;25498;10.8;0.4;105.1;70463;51.2;42794;-7;11422;65.5;96.1;9;1048;274;826.1;65;102;83.3;781.8;4.5;12.6;4.6;9.6;3.6;80.1;124.8;8.8;2.1;47.3;211.4;111;4;90.1;16;38;490.8;27.4;16;1.5;14.6;12;20.1;22.8;17.1;188.7;14.8;47.9;25.1;17.5;1.8;42.4;NaN;NaN;3;25;NaN;12;47
Севастополь;2019;136927.4;306891.7;0.1;449.1;93.2;6.8;1123;73.5;68.7;78.1;17.4;56.5;26.1;9.6;13;452.1;3.5;1.4;199.5;221;3.9;14484;115;25.6;34621;30261.3;26143;11.6;0.4;102.5;125677;36.2;42762.5;-14;10940;191.1;116.4;9;1105;287;1182.4;57;63;554.7;888.8;5.7;6;6.4;6.3;3.5;77.8;128.5;9.2;2;45.4;220.5;124;3.6;80.6;16;40;564.5;28.5;17;1.4;30.5;12.6;21.2;22.8;18.4;219.3;22.7;46.5;25.3;22.4;2.1;54.1;NaN;NaN;3;29;NaN;NaN;NaN
Севастополь;2020;NaN ;NaN ;NaN ;509.9;94;6;1111;73.6;68.7;78.3;17.8;57.2;25;8.7;13.2;448.3;3.6;1.3;194.3;217;4.6;15203;115;22.6;36300;29956.5;24515;11;0.3;105.7;77573;36.8;26913;0.4;10987;94.5;90.3;9;1090;287;1179.2;54;46;761.2;1710.9;5.9;17.6;4.8;5.1;4.1;80.5;124.2;9.6;2.3;44.6;224;131.6;3.9;76;14;37;485.6;19.4;12.2;0.7;9.4;10.2;13.4;18.4;13.9;228.7;11.2;31.9;20.5;13.5;3.4;45.6;NaN;NaN;7;25;NaN;NaN;NaN
